Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Amount,Merchant_Category,Transaction_Type,Customer_Age,Account_Tenure,Num_Transactions_Last_24H,Location_Match,Fraud
TXN0002382,1439,2025-01-30 03:00:00,377.63,Healthcare,POS,,10.0,6.0,1,No
TXN0002383,1603,2025-01-08 19:00:00,1372.71,Electronics,Online,19.0,4.0,9.0,1,No
TXN0002384,1988,2025-01-03 03:00:00,1177.1,Entertainment,Online,59.0,,8.0,1,No
TXN0002385,1020,2025-01-28 03:00:00,1821.94,Entertainment,POS,41.0,14.0,5.0,1,No
TXN0002386,1302,2025-01-23 02:00:00,415.06,Travel,Online,21.0,13.0,4.0,1,No
TXN0002387,1975,2025-01-20 23:00:00,2229.93,Fuel,ATM,61.0,10.0,6.0,1,No
TXN0002388,1868,2025-01-25 10:00:00,778.53,Grocery,Online,36.0,0.0,5.0,1,No
TXN0002389,1954,2025-01-10 13:00:00,1389.26,Travel,ATM,43.0,2.0,6.0,0,No
TXN0002390,1083,2025-01-21 00:00:00,896.82,Fashion,Online,28.0,5.0,3.0,1,No
TXN0002391,1773,2025-01-06 09:00:00,1011.92,Electronics,Online,57.0,0.0,7.0,1,No
TXN0002392,1658,2025-01-03 06:00:00,355.29,Fashion,Online,67.0,13.0,8.0,0,No
TXN0002393,1952,2025-01-12 06:00:00,1798.44,Electronics,ATM,60.0,10.0,5.0,0,No
TXN0002394,1452,2025-01-05 03:00:00,,,Online,28.0,11.0,5.0,1,No
TXN0002395,1386,2025-01-03 20:00:00,,Travel,POS,62.0,14.0,4.0,1,No
TXN0002396,1506,2025-01-13 10:00:00,2356.24,Fuel,POS,20.0,1.0,,1,No
TXN0002397,1256,2025-01-23 00:00:00,1679.72,Entertainment,POS,29.0,14.0,8.0,1,No
TXN0002398,1569,2025-01-15 17:00:00,865.82,Entertainment,Online,20.0,11.0,5.0,1,No
TXN0002399,1891,2025-01-27 03:00:00,894.87,Travel,ATM,59.0,13.0,9.0,1,No
TXN0002400,1933,2025-01-07 07:00:00,1329.9,Electronics,POS,44.0,6.0,1.0,1,No
TXN0002401,1526,2025-01-14 17:00:00,1585.36,Entertainment,Online,66.0,13.0,,1,No
TXN0002402,1161,2025-01-05 19:00:00,,Healthcare,POS,19.0,13.0,,0,No
TXN0002403,1956,2025-01-23 13:00:00,395.95,Fashion,ATM,66.0,0.0,4.0,1,No
TXN0002404,1162,2025-01-14 10:00:00,1563.51,Fuel,ATM,33.0,12.0,3.0,1,No
TXN0002405,1831,2025-01-24 10:00:00,1643.83,Fuel,Online,19.0,13.0,7.0,1,No
TXN0002406,1792,2025-01-24 19:00:00,805.25,Entertainment,POS,,14.0,2.0,1,No
TXN0002407,1791,2025-01-10 12:00:00,1019.87,Travel,Online,37.0,6.0,5.0,1,No
TXN0002408,1523,2025-01-15 23:00:00,384.83,Travel,Online,55.0,14.0,2.0,1,No
TXN0002409,1785,2025-01-01 04:00:00,949.55,Electronics,Online,45.0,3.0,7.0,1,No
TXN0002410,1270,2025-01-02 03:00:00,1316.05,Healthcare,Online,42.0,9.0,6.0,1,No
TXN0002411,1491,2025-01-16 03:00:00,1997.06,Fashion,POS,49.0,13.0,7.0,1,Yes
TXN0002412,1207,2025-01-20 05:00:00,2043.18,Healthcare,POS,27.0,5.0,9.0,1,No
TXN0002413,1538,2025-01-10 14:00:00,685.35,Fuel,Online,59.0,13.0,2.0,1,No
TXN0002414,1583,2025-01-17 10:00:00,1928.93,Healthcare,Online,57.0,7.0,9.0,1,No
TXN0002415,1059,2025-01-30 15:00:00,225.33,Entertainment,Online,50.0,8.0,7.0,1,No
TXN0002416,1429,2025-01-12 06:00:00,907.54,Electronics,ATM,30.0,5.0,2.0,1,No
TXN0002417,1984,2025-01-13 15:00:00,1049.09,Healthcare,POS,58.0,11.0,2.0,1,No
TXN0002418,1656,2025-01-16 22:00:00,1325.89,Fashion,Online,59.0,10.0,4.0,1,No
TXN0002419,1604,2025-01-24 05:00:00,1253.26,Fuel,ATM,64.0,12.0,2.0,1,No
TXN0002420,1308,2025-01-02 03:00:00,1382.85,Grocery,Online,54.0,14.0,1.0,1,No
TXN0002421,1519,2025-01-22 14:00:00,1108.52,Fuel,POS,33.0,13.0,6.0,1,No
TXN0002422,1590,2025-01-09 06:00:00,1679.79,Grocery,ATM,62.0,8.0,5.0,1,No
TXN0002423,1026,2025-01-26 05:00:00,1545.92,Fashion,Online,39.0,3.0,3.0,1,No
TXN0002424,1685,2025-01-04 09:00:00,1055.22,Fuel,POS,37.0,5.0,1.0,1,No
TXN0002425,1561,2025-01-04 15:00:00,1621.2,Fuel,Online,67.0,7.0,9.0,1,No
TXN0002426,1198,2025-01-17 05:00:00,2234.22,Fuel,Online,60.0,8.0,8.0,1,No
TXN0002427,1386,2025-01-30 01:00:00,863.37,Fuel,POS,44.0,2.0,6.0,0,No
TXN0002428,1348,2025-01-25 03:00:00,2037.67,Electronics,ATM,58.0,1.0,6.0,1,No
TXN0002429,1959,2025-01-19 18:00:00,908.26,Travel,Online,33.0,5.0,4.0,1,No
TXN0002430,1939,2025-01-19 00:00:00,1905.16,Fuel,ATM,51.0,3.0,2.0,0,No
TXN0002431,1692,2025-01-16 13:00:00,927.03,Electronics,ATM,49.0,0.0,4.0,1,No
TXN0002432,1535,2025-01-19 02:00:00,1582.83,Fashion,Online,43.0,7.0,2.0,1,No
TXN0002433,1827,2025-01-08 18:00:00,1289.82,Fuel,Online,42.0,8.0,7.0,1,No
TXN0002434,1377,2025-01-17 05:00:00,307.37,Healthcare,POS,19.0,13.0,9.0,1,No
TXN0002435,1898,2025-01-10 01:00:00,2157.78,Fuel,POS,29.0,8.0,2.0,1,No
TXN0002436,1915,2025-01-05 11:00:00,752.27,Entertainment,Online,57.0,1.0,9.0,0,No
TXN0002437,1557,2025-01-23 21:00:00,565.2,Fuel,ATM,26.0,8.0,9.0,1,No
TXN0002438,1526,2025-01-15 12:00:00,880.28,Grocery,POS,29.0,6.0,8.0,1,No
TXN0002439,1152,2025-01-22 17:00:00,2465.62,Healthcare,Online,43.0,4.0,1.0,1,No
TXN0002440,1733,2025-01-02 01:00:00,573.14,,POS,26.0,6.0,5.0,1,No
TXN0002441,1205,2025-01-02 23:00:00,1289.12,Fuel,Online,27.0,12.0,4.0,1,No
TXN0002442,1454,2025-01-16 09:00:00,638.42,Fuel,Online,49.0,,7.0,1,No
TXN0002443,1272,2025-01-01 13:00:00,724.15,Electronics,ATM,51.0,7.0,8.0,1,Yes
TXN0002444,1893,2025-01-26 11:00:00,400.29,Fashion,POS,65.0,5.0,8.0,1,No
TXN0002445,1235,2025-01-08 18:00:00,1357.58,Grocery,Online,37.0,12.0,2.0,1,No
TXN0002446,1851,2025-01-22 19:00:00,1119.39,Fuel,POS,56.0,3.0,3.0,1,No
TXN0002447,1739,2025-01-12 14:00:00,634.32,Fashion,POS,19.0,,7.0,1,No
TXN0002448,1520,2025-01-15 04:00:00,1636.6,Grocery,Online,18.0,14.0,4.0,1,No
TXN0002449,1677,2025-01-14 15:00:00,1689.36,Grocery,Online,68.0,0.0,6.0,1,No
TXN0002450,1943,2025-01-29 06:00:00,1403.61,Entertainment,POS,53.0,,8.0,1,No
TXN0002451,1955,2025-01-27 09:00:00,1785.33,Grocery,POS,41.0,2.0,8.0,1,No
TXN0002452,1830,2025-01-26 06:00:00,1025.49,Fuel,Online,44.0,5.0,7.0,1,No
TXN0002453,1725,2025-01-02 00:00:00,1361.19,Electronics,Online,19.0,5.0,2.0,1,No
TXN0002454,1500,2025-01-23 00:00:00,1027.43,Fuel,Online,48.0,13.0,2.0,0,No
TXN0002455,1116,2025-01-18 17:00:00,446.33,Fuel,Online,31.0,,,1,No
TXN0002456,1385,2025-01-02 04:00:00,1309.62,Fashion,POS,19.0,,4.0,1,No
TXN0002457,1343,2025-01-14 10:00:00,1279.34,Travel,Online,46.0,14.0,1.0,1,No
TXN0002458,1583,2025-01-14 00:00:00,1184.9,Travel,Online,32.0,8.0,5.0,1,No
TXN0002459,1394,2025-01-25 07:00:00,1386.94,Entertainment,POS,29.0,1.0,7.0,0,No
TXN0002460,1063,2025-01-12 05:00:00,1905.95,Travel,Online,54.0,2.0,5.0,1,No
TXN0002461,1716,2025-01-13 06:00:00,1097.79,Fashion,Online,45.0,9.0,7.0,1,No
TXN0002462,1720,2025-01-28 07:00:00,721.42,Healthcare,ATM,37.0,0.0,5.0,1,No
TXN0002463,1071,2025-01-10 06:00:00,1076.12,Entertainment,POS,56.0,6.0,8.0,1,No
TXN0002464,1788,2025-01-04 02:00:00,1131.58,Fashion,POS,41.0,14.0,7.0,1,No
TXN0002465,1273,2025-01-05 05:00:00,1691.79,Grocery,Online,38.0,0.0,1.0,0,No
TXN0002466,1989,2025-01-23 03:00:00,1253.33,Fuel,Online,27.0,10.0,1.0,1,No
TXN0002467,1319,2025-01-27 04:00:00,625.91,Healthcare,POS,63.0,8.0,5.0,1,No
TXN0002468,1337,2025-01-29 13:00:00,1602.73,Grocery,POS,31.0,10.0,2.0,1,No
TXN0002469,1365,2025-01-08 04:00:00,1522.56,Entertainment,Online,54.0,,9.0,1,No
TXN0002470,1494,2025-01-01 03:00:00,1253.55,Fuel,Online,35.0,0.0,2.0,1,No
TXN0002471,1606,2025-01-20 22:00:00,1674.12,Fuel,ATM,41.0,4.0,9.0,1,No
TXN0002472,1165,2025-01-28 11:00:00,1757.8,Entertainment,Online,31.0,6.0,2.0,1,No
TXN0002473,1543,2025-01-17 10:00:00,1011.28,Grocery,Online,51.0,2.0,4.0,1,No
TXN0002474,1010,2025-01-27 01:00:00,749.92,Fashion,Online,29.0,8.0,3.0,1,No
TXN0002475,1300,2025-01-07 22:00:00,,Travel,POS,39.0,7.0,6.0,0,No
TXN0002476,1728,2025-01-13 11:00:00,1468.31,Healthcare,POS,23.0,12.0,4.0,1,No
TXN0002477,1800,2025-01-05 21:00:00,1147.32,Entertainment,POS,,14.0,9.0,1,No
TXN0002478,1101,2025-01-22 07:00:00,705.79,Entertainment,Online,62.0,2.0,9.0,1,No
TXN0002479,1424,2025-01-26 11:00:00,1281.34,Fuel,Online,,14.0,9.0,1,No
TXN0002480,1391,2025-01-08 06:00:00,183.25,Electronics,Online,39.0,4.0,3.0,1,No
TXN0002481,1778,2025-01-07 14:00:00,1037.77,Fuel,POS,31.0,6.0,3.0,1,No
TXN0002482,1213,2025-01-16 23:00:00,1625.58,Travel,POS,33.0,11.0,4.0,1,Yes
TXN0002483,1690,2025-01-10 10:00:00,1652.72,Fuel,ATM,53.0,13.0,9.0,1,No
TXN0002484,1087,2025-01-02 13:00:00,50.0,Electronics,Online,42.0,3.0,6.0,1,No
TXN0002485,1552,2025-01-20 06:00:00,1103.71,Entertainment,POS,49.0,4.0,9.0,1,No
TXN0002486,1400,2025-01-18 22:00:00,1499.64,Fashion,POS,50.0,2.0,8.0,1,No
TXN0002487,1587,2025-01-30 13:00:00,611.96,Fuel,Online,62.0,8.0,7.0,1,No
TXN0002488,1888,2025-01-27 23:00:00,1014.02,Healthcare,Online,53.0,9.0,5.0,1,No
TXN0002489,1045,2025-01-05 07:00:00,1803.86,Fashion,POS,37.0,8.0,9.0,0,No
TXN0002490,1671,2025-01-09 00:00:00,957.92,Electronics,ATM,35.0,6.0,4.0,1,No
TXN0002491,1462,2025-01-11 09:00:00,1999.32,Grocery,Online,55.0,9.0,4.0,1,No
TXN0002492,1591,2025-01-01 12:00:00,829.41,Fuel,ATM,20.0,1.0,8.0,1,No
TXN0002493,1309,2025-01-24 14:00:00,1904.94,Entertainment,POS,40.0,6.0,4.0,1,No
TXN0002494,1085,2025-01-25 20:00:00,1216.78,Entertainment,Online,49.0,6.0,7.0,1,No
TXN0002495,1091,2025-01-26 20:00:00,760.84,Fashion,Online,62.0,10.0,4.0,1,No
TXN0002496,1659,2025-01-24 02:00:00,1906.61,Fuel,Online,33.0,4.0,1.0,1,No
TXN0002497,1672,2025-01-17 03:00:00,596.76,Healthcare,Online,22.0,8.0,9.0,1,No
TXN0002498,1713,2025-01-03 22:00:00,802.01,Fuel,Online,21.0,12.0,4.0,1,No
TXN0002499,1935,2025-01-24 18:00:00,1444.96,Fashion,Online,38.0,11.0,3.0,1,No
TXN0002500,1927,2025-01-19 05:00:00,1240.41,Travel,ATM,57.0,10.0,3.0,1,No
TXN0002501,1241,2025-01-02 19:00:00,1336.98,Fashion,POS,68.0,2.0,9.0,1,No
TXN0002502,1864,2025-01-12 07:00:00,1015.84,Electronics,POS,31.0,3.0,8.0,1,No
TXN0002503,1001,2025-01-01 13:00:00,600.3,Fashion,Online,,0.0,7.0,1,No
TXN0002504,1224,2025-01-16 10:00:00,873.87,,Online,48.0,,7.0,1,No
TXN0002505,1800,2025-01-05 15:00:00,1860.2,Healthcare,Online,31.0,3.0,4.0,1,No
TXN0002506,1744,2025-01-16 18:00:00,531.51,Fashion,POS,23.0,0.0,3.0,0,No
TXN0002507,1972,2025-01-14 01:00:00,2022.23,Fashion,Online,,1.0,4.0,1,No
TXN0002508,1925,2025-01-18 06:00:00,1357.93,Healthcare,Online,,14.0,6.0,1,No
TXN0002509,1928,2025-01-21 04:00:00,901.6,Fashion,POS,34.0,2.0,4.0,1,No
TXN0002510,1588,2025-01-08 00:00:00,198.97,Entertainment,POS,62.0,8.0,4.0,1,No
TXN0002511,1115,2025-01-11 05:00:00,264.66,Healthcare,POS,40.0,12.0,2.0,1,No
TXN0002512,1665,2025-01-12 01:00:00,1022.06,Entertainment,Online,31.0,7.0,,1,No
TXN0002513,1917,2025-01-11 02:00:00,961.48,Entertainment,Online,24.0,6.0,6.0,1,No
TXN0002514,1102,2025-01-28 21:00:00,1258.87,Entertainment,POS,63.0,12.0,2.0,1,No
TXN0002515,1193,2025-01-13 11:00:00,2059.57,Electronics,POS,49.0,14.0,5.0,0,No
TXN0002516,1165,2025-01-14 14:00:00,1468.8,Healthcare,Online,32.0,10.0,6.0,1,No
TXN0002517,1870,2025-01-23 01:00:00,1135.66,Electronics,Online,61.0,11.0,5.0,1,No
TXN0002518,1089,2025-01-25 18:00:00,,Electronics,POS,34.0,13.0,4.0,1,No
TXN0002519,1685,2025-01-15 05:00:00,1275.33,Healthcare,ATM,58.0,3.0,9.0,1,No
TXN0002520,1121,2025-01-29 06:00:00,1999.85,,POS,64.0,0.0,3.0,0,No
TXN0002521,1142,2025-01-24 01:00:00,863.96,Fuel,POS,61.0,7.0,2.0,1,No
TXN0002522,1993,2025-01-11 08:00:00,626.1,Travel,POS,51.0,3.0,9.0,1,No
TXN0002523,1105,2025-01-16 19:00:00,199.83,Fuel,Online,22.0,2.0,8.0,1,No
TXN0002524,1886,2025-01-23 03:00:00,1147.29,Entertainment,Online,,8.0,9.0,1,No
TXN0002525,1427,2025-01-16 20:00:00,582.68,Healthcare,POS,44.0,9.0,3.0,1,No
TXN0002526,1304,2025-01-02 17:00:00,575.6,Fashion,Online,69.0,3.0,1.0,1,No
TXN0002527,1871,2025-01-15 08:00:00,1717.16,Electronics,POS,40.0,3.0,1.0,1,No
TXN0002528,1970,2025-01-25 22:00:00,338.95,Grocery,POS,57.0,13.0,3.0,0,No
TXN0002529,1316,2025-01-11 20:00:00,1251.78,Travel,ATM,31.0,8.0,4.0,1,Yes
TXN0002530,1962,2025-01-13 17:00:00,1158.38,Fuel,POS,32.0,12.0,,1,No
TXN0002531,1634,2025-01-10 23:00:00,1246.07,Fashion,Online,60.0,11.0,8.0,1,No
TXN0002532,1901,2025-01-29 06:00:00,1892.05,Entertainment,Online,50.0,,3.0,1,No
TXN0002533,1008,2025-01-14 00:00:00,787.15,Travel,Online,48.0,11.0,4.0,1,No
TXN0002534,1773,2025-01-19 08:00:00,1892.47,Entertainment,POS,,13.0,6.0,0,No
TXN0002535,1072,2025-01-06 12:00:00,319.9,Grocery,Online,34.0,1.0,6.0,1,No
TXN0002536,1358,2025-01-30 22:00:00,,Grocery,ATM,45.0,13.0,2.0,1,No
TXN0002537,1222,2025-01-03 02:00:00,,,ATM,36.0,11.0,6.0,1,No
TXN0002538,1415,2025-01-26 17:00:00,50.0,Fuel,POS,63.0,,4.0,0,No
TXN0002539,1552,2025-01-17 07:00:00,1182.3,Entertainment,Online,40.0,14.0,5.0,1,No
TXN0002540,1369,2025-01-29 23:00:00,1141.63,Healthcare,Online,49.0,3.0,7.0,1,No
TXN0002541,1715,2025-01-30 16:00:00,,Travel,Online,57.0,8.0,7.0,1,No
TXN0002542,1263,2025-01-22 18:00:00,2055.78,Healthcare,Online,30.0,11.0,6.0,1,No
TXN0002543,1839,2025-01-22 03:00:00,818.18,Entertainment,Online,37.0,4.0,6.0,1,No
TXN0002544,1689,2025-01-28 13:00:00,607.75,Grocery,Online,52.0,8.0,6.0,1,No
TXN0002545,1859,2025-01-15 17:00:00,1239.56,Fashion,POS,22.0,10.0,4.0,0,No
TXN0002546,1317,2025-01-17 10:00:00,1762.16,Grocery,Online,26.0,8.0,3.0,0,Yes
TXN0002547,1083,2025-01-04 23:00:00,1479.32,Healthcare,Online,46.0,13.0,1.0,1,No
TXN0002548,1317,2025-01-05 09:00:00,1217.16,Grocery,POS,23.0,,3.0,1,No
TXN0002549,1110,2025-01-28 06:00:00,1085.38,Entertainment,ATM,42.0,13.0,3.0,1,No
TXN0002550,1250,2025-01-29 05:00:00,,Grocery,POS,48.0,14.0,9.0,1,No
TXN0002551,1382,2025-01-22 08:00:00,1492.93,Healthcare,Online,39.0,8.0,3.0,1,No
TXN0002552,1006,2025-01-24 05:00:00,1552.67,Healthcare,POS,19.0,2.0,8.0,1,No
TXN0002553,1458,2025-01-11 01:00:00,853.83,Entertainment,POS,,3.0,8.0,1,No
TXN0002554,1083,2025-01-21 07:00:00,967.64,Fashion,POS,22.0,0.0,3.0,1,No
TXN0002555,1207,2025-01-22 10:00:00,,Healthcare,Online,44.0,13.0,6.0,1,No
TXN0002556,1899,2025-01-28 05:00:00,1634.06,Entertainment,POS,42.0,,8.0,1,No
TXN0002557,1389,2025-01-03 12:00:00,1017.07,Fashion,Online,25.0,0.0,8.0,1,No
TXN0002558,1313,2025-01-18 07:00:00,1125.35,Electronics,ATM,18.0,8.0,9.0,1,No
TXN0002559,1021,2025-01-13 05:00:00,1514.63,Entertainment,Online,37.0,10.0,9.0,1,No
TXN0002560,1409,2025-01-13 13:00:00,1363.49,Electronics,ATM,61.0,7.0,8.0,0,Yes
TXN0002561,1894,2025-01-08 01:00:00,1481.64,Healthcare,ATM,40.0,4.0,7.0,1,No
TXN0002562,1514,2025-01-27 21:00:00,1287.42,Grocery,Online,49.0,4.0,3.0,1,No
TXN0002563,1126,2025-01-02 16:00:00,1298.56,Travel,ATM,28.0,8.0,7.0,1,No
TXN0002564,1808,2025-01-10 14:00:00,,Grocery,Online,56.0,2.0,4.0,1,No
TXN0002565,1699,2025-01-18 00:00:00,1426.46,Healthcare,Online,64.0,2.0,2.0,1,No
TXN0002566,1873,2025-01-28 02:00:00,1450.75,Fashion,Online,41.0,6.0,8.0,1,No
TXN0002567,1013,2025-01-26 21:00:00,587.65,Entertainment,ATM,28.0,8.0,2.0,1,No
TXN0002568,1970,2025-01-13 08:00:00,901.4,Grocery,Online,46.0,5.0,1.0,1,No
TXN0002569,1977,2025-01-19 22:00:00,1098.32,Electronics,POS,43.0,13.0,5.0,1,No
TXN0002570,1011,2025-01-03 08:00:00,,Fuel,POS,33.0,1.0,9.0,1,No
TXN0002571,1086,2025-01-27 10:00:00,1998.71,Healthcare,ATM,52.0,0.0,5.0,1,No
TXN0002572,1523,2025-01-10 23:00:00,793.39,Grocery,POS,37.0,1.0,2.0,0,No
TXN0002573,1908,2025-01-25 21:00:00,1639.33,Fuel,Online,63.0,13.0,4.0,1,No
TXN0002574,1536,2025-01-08 07:00:00,915.53,Grocery,Online,20.0,13.0,8.0,1,No
TXN0002575,1300,2025-01-03 14:00:00,,Fashion,Online,18.0,0.0,7.0,1,No
TXN0002576,1242,2025-01-23 22:00:00,2156.17,Fashion,POS,64.0,9.0,5.0,1,Yes
TXN0002577,1121,2025-01-06 17:00:00,325.99,Fashion,Online,18.0,9.0,4.0,1,No
TXN0002578,1146,2025-01-19 21:00:00,1036.83,Fuel,Online,34.0,8.0,5.0,1,No
TXN0002579,1566,2025-01-19 16:00:00,50.0,Travel,POS,19.0,14.0,7.0,0,Yes
TXN0002580,1749,2025-01-10 09:00:00,355.08,Fuel,Online,46.0,9.0,5.0,1,No
TXN0002581,1355,2025-01-19 10:00:00,386.24,Healthcare,POS,37.0,14.0,8.0,1,No
TXN0002582,1684,2025-01-09 13:00:00,1512.03,Healthcare,Online,23.0,11.0,7.0,1,No
TXN0002583,1903,2025-01-29 03:00:00,1418.49,,Online,25.0,13.0,7.0,1,No
TXN0002584,1732,2025-01-02 02:00:00,1600.62,Electronics,Online,46.0,12.0,9.0,0,No
TXN0002585,1630,2025-01-20 00:00:00,1503.96,Healthcare,Online,65.0,7.0,8.0,1,No
TXN0002586,1308,2025-01-29 22:00:00,1442.53,Grocery,POS,68.0,14.0,8.0,1,No
TXN0002587,1694,2025-01-30 13:00:00,1255.93,Healthcare,Online,,6.0,6.0,1,No
TXN0002588,1287,2025-01-05 10:00:00,1134.56,Entertainment,Online,20.0,14.0,7.0,1,No
TXN0002589,1306,2025-01-19 11:00:00,1709.8,Travel,POS,52.0,2.0,8.0,1,No
TXN0002590,1811,2025-01-30 04:00:00,1206.14,Electronics,POS,22.0,7.0,,1,No
TXN0002591,1593,2025-01-02 11:00:00,1462.59,Electronics,POS,44.0,1.0,2.0,1,No
TXN0002592,1965,2025-01-25 20:00:00,50.0,Entertainment,ATM,61.0,1.0,7.0,0,No
TXN0002593,1913,2025-01-07 10:00:00,612.47,,POS,,10.0,3.0,1,No
TXN0002594,1722,2025-01-08 00:00:00,1690.11,Fuel,Online,37.0,9.0,8.0,1,No
TXN0002595,1661,2025-01-12 07:00:00,865.78,Entertainment,POS,62.0,2.0,6.0,1,No
TXN0002596,1548,2025-01-23 18:00:00,502.32,Electronics,POS,37.0,6.0,4.0,1,No
TXN0002597,1351,2025-01-18 11:00:00,1520.65,Healthcare,Online,26.0,0.0,2.0,1,No
TXN0002598,1311,2025-01-08 15:00:00,1200.67,Electronics,Online,56.0,7.0,,1,No
TXN0002599,1872,2025-01-26 10:00:00,996.53,Entertainment,Online,21.0,11.0,,1,No
TXN0002600,1058,2025-01-10 20:00:00,1954.56,Entertainment,Online,68.0,6.0,7.0,1,No
TXN0002601,1642,2025-01-22 04:00:00,1868.72,Entertainment,Online,36.0,3.0,7.0,1,No
TXN0002602,1923,2025-01-19 08:00:00,1106.08,Electronics,Online,55.0,13.0,3.0,1,No
TXN0002603,1713,2025-01-06 01:00:00,1561.19,Entertainment,POS,44.0,14.0,4.0,1,No
TXN0002604,1754,2025-01-18 08:00:00,80.65,Fuel,ATM,62.0,4.0,4.0,1,No
TXN0002605,1034,2025-01-23 06:00:00,1746.68,Healthcare,POS,60.0,9.0,4.0,1,No
TXN0002606,1444,2025-01-16 14:00:00,656.71,Grocery,POS,30.0,12.0,9.0,1,Yes
TXN0002607,1092,2025-01-24 22:00:00,473.93,Entertainment,Online,30.0,0.0,6.0,1,No
TXN0002608,1949,2025-01-14 13:00:00,307.37,Electronics,ATM,39.0,3.0,9.0,1,No
TXN0002609,1958,2025-01-20 23:00:00,268.72,Electronics,POS,45.0,14.0,4.0,1,No
TXN0002610,1206,2025-01-07 05:00:00,1740.16,Entertainment,Online,69.0,0.0,7.0,0,No
TXN0002611,1352,2025-01-30 10:00:00,1515.57,Electronics,Online,64.0,0.0,9.0,1,No
TXN0002612,1902,2025-01-25 15:00:00,,Entertainment,Online,62.0,9.0,3.0,1,No
TXN0002613,1331,2025-01-21 09:00:00,1627.45,Travel,Online,39.0,0.0,3.0,1,No
TXN0002614,1816,2025-01-07 08:00:00,902.51,Healthcare,Online,60.0,6.0,6.0,1,No
TXN0002615,1861,2025-01-01 16:00:00,1361.82,Entertainment,Online,36.0,6.0,8.0,1,No
TXN0002616,1724,2025-01-23 22:00:00,958.85,Electronics,Online,25.0,3.0,,1,No
TXN0002617,1158,2025-01-15 11:00:00,1140.02,Travel,Online,69.0,14.0,4.0,1,No
TXN0002618,1953,2025-01-20 02:00:00,745.9,Grocery,ATM,25.0,12.0,8.0,1,No
TXN0002619,1956,2025-01-09 09:00:00,820.09,Grocery,Online,59.0,11.0,6.0,1,No
TXN0002620,1023,2025-01-18 14:00:00,1472.05,Fuel,Online,43.0,1.0,2.0,0,No
TXN0002621,1403,2025-01-12 15:00:00,1552.39,Entertainment,POS,65.0,11.0,8.0,1,No
TXN0002622,1804,2025-01-18 13:00:00,,Fuel,POS,68.0,2.0,1.0,1,No
TXN0002623,1515,2025-01-25 23:00:00,437.23,Fuel,Online,43.0,7.0,1.0,1,No
TXN0002624,1731,2025-01-20 08:00:00,2435.62,,POS,40.0,12.0,7.0,0,No
TXN0002625,1363,2025-01-15 18:00:00,1218.35,Grocery,Online,60.0,7.0,3.0,1,No
TXN0002626,1381,2025-01-25 05:00:00,1356.07,Fuel,Online,30.0,10.0,8.0,1,No
TXN0002627,1531,2025-01-16 17:00:00,569.34,Fashion,Online,45.0,10.0,9.0,1,No
TXN0002628,1955,2025-01-06 03:00:00,1807.62,Fuel,POS,26.0,5.0,8.0,0,No
TXN0002629,1151,2025-01-04 07:00:00,1883.95,Grocery,Online,37.0,14.0,1.0,1,No
TXN0002630,1561,2025-01-24 04:00:00,345.98,Fashion,POS,36.0,9.0,1.0,1,Yes
TXN0002631,1688,2025-01-10 16:00:00,1148.81,Travel,Online,65.0,8.0,6.0,1,No
TXN0002632,1946,2025-01-20 23:00:00,1109.78,Entertainment,POS,56.0,10.0,1.0,1,No
TXN0002633,1607,2025-01-07 09:00:00,2394.22,Entertainment,Online,68.0,11.0,8.0,1,No
TXN0002634,1616,2025-01-29 19:00:00,1921.81,Fashion,Online,29.0,8.0,6.0,0,No
TXN0002635,1419,2025-01-18 00:00:00,474.61,Grocery,POS,,,5.0,1,No
TXN0002636,1249,2025-01-02 06:00:00,835.97,Electronics,POS,,11.0,6.0,1,No
TXN0002637,1116,2025-01-25 20:00:00,753.5,Fashion,Online,31.0,0.0,,1,No
TXN0002638,1865,2025-01-24 04:00:00,1385.84,Grocery,POS,28.0,0.0,1.0,1,No
TXN0002639,1511,2025-01-21 22:00:00,1986.1,Fuel,POS,43.0,,7.0,1,No
TXN0002640,1739,2025-01-16 10:00:00,1254.59,Electronics,Online,59.0,11.0,9.0,0,No
TXN0002641,1577,2025-01-14 10:00:00,1450.58,Travel,ATM,44.0,9.0,4.0,1,No
TXN0002642,1334,2025-01-14 19:00:00,,Entertainment,POS,28.0,14.0,4.0,1,No
TXN0002643,1417,2025-01-11 02:00:00,1447.9,Travel,Online,55.0,4.0,9.0,1,No
TXN0002644,1931,2025-01-23 23:00:00,964.04,Healthcare,Online,51.0,13.0,4.0,1,No
TXN0002645,1773,2025-01-18 21:00:00,379.62,Travel,POS,60.0,12.0,4.0,1,No
TXN0002646,1294,2025-01-08 13:00:00,1415.44,Healthcare,Online,36.0,1.0,8.0,1,No
TXN0002647,1937,2025-01-20 16:00:00,1195.07,Travel,Online,23.0,14.0,4.0,1,No
TXN0002648,1754,2025-01-16 15:00:00,651.4,Travel,Online,63.0,5.0,9.0,1,No
TXN0002649,1370,2025-01-04 08:00:00,2022.69,Travel,POS,69.0,6.0,8.0,1,No
TXN0002650,1185,2025-01-23 21:00:00,816.77,Healthcare,Online,55.0,0.0,,1,No
TXN0002651,1245,2025-01-18 11:00:00,,Fuel,POS,66.0,5.0,9.0,1,No
TXN0002652,1636,2025-01-20 10:00:00,1018.73,Healthcare,Online,,7.0,8.0,1,No
